DATE,CL1,CL4,MVOLNU,AAA_Yield,BAA_Yield,ICJ,VIX,BDI,GSCI,SPYDPS,SPY,BM,SP_LAST,SP_LOW,SP_HIGH,SP_OPEN,PE,SPX_12MEPS,USGG10YR,USGG3M,USGG6M,SIM
10/06/2016,49.07,49.07,3302.1,3.55,4.5,#N/A,17.03,610,381.264,4.1984,209.607,2.8027,2096.07,2089.96,2109.57,2109.57,19.5963,88.05,1.6404,0.2435,0.4075,0.976923077
13/06/2016,48.88,48.88,3175.23,3.56,4.48,#N/A,20.97,609,381.3,4.1984,207.906,2.7794,2079.06,2078.46,2098.12,2091.75,19.4366,88.05,1.6096,0.2536,0.3922,0.953846154
14/06/2016,48.49,48.49,3510.81,3.55,4.5,#N/A,20.5,608,379.1561,4.1984,207.532,2.7744,2075.32,2064.1,2081.3,2076.65,19.4017,88.05,1.613,0.2645,0.3962,0.946153846
15/06/2016,48.01,48.01,3335.39,3.57,4.5,#N/A,20.14,604,376.1724,4.1984,207.15,2.7693,2071.5,2069.8,2085.65,2077.6,19.3659,88.05,1.572,0.2543,0.3504,0.938461538
16/06/2016,46.21,46.21,3424.2,3.54,4.47,#N/A,19.37,598,367.8065,4.3138,207.799,2.778,2077.99,2050.37,2079.62,2066.36,19.4266,88.05,1.5788,0.2543,0.3402,0.930769231
17/06/2016,47.98,47.98,4623.78,3.6,4.51,#N/A,19.41,587,376.8463,4.3138,207.122,2.7689,2071.22,2062.84,2078.2,2078.2,19.3633,88.05,1.6078,0.2543,0.3453,0.923076923
20/06/2016,49.37,49.37,3257.34,3.64,4.54,#N/A,18.37,582,382.8874,4.3138,208.325,2.7847,2083.25,2075.58,2100.66,2075.58,19.5066,87.64,1.6886,0.2492,0.3758,0.9
21/06/2016,48.85,48.85,2986.27,3.66,4.57,#N/A,18.48,580,380.1584,4.3138,208.89,2.7922,2088.9,2083.02,2093.66,2085.19,19.5595,87.64,1.7059,0.2689,0.4013,0.892307692
22/06/2016,49.13,49.13,2967.13,3.65,4.55,#N/A,21.17,585,377.0274,4.3138,208.545,2.7876,2085.45,2084.36,2099.71,2089.75,19.5272,87.64,1.6852,0.2638,0.3962,0.884615385
23/06/2016,50.11,50.11,3079.07,3.7,4.6,#N/A,17.25,596,380.7176,4.3138,211.332,2.8249,2113.32,2092.8,2113.32,2092.8,19.7881,87.64,1.7458,0.2841,0.4267,0.876923077
24/06/2016,47.64,47.64,7212.4,3.62,4.55,#N/A,25.76,609,369.2264,4.3138,203.741,2.7204,2037.41,2032.57,2103.81,2103.81,19.0719,87.71,1.5599,0.2485,0.3657,0.869230769
27/06/2016,46.33,46.33,5144.48,3.5,4.42,#N/A,23.85,616,364.0715,4.3138,200.054,2.6712,2000.54,1991.68,2031.45,2031.45,18.7656,87.51,1.4377,0.2435,0.33,0.846153846
28/06/2016,47.85,47.85,4141.54,3.49,4.41,#N/A,18.75,627,372.1003,4.3138,203.609,2.7186,2036.09,2006.67,2036.09,2006.67,19.099,87.51,1.4664,0.2536,0.3351,0.838461538
29/06/2016,49.88,49.88,3981.72,3.48,4.4,#N/A,16.64,640,380.3304,4.3138,207.077,2.7649,2070.77,2042.69,2073.13,2042.69,19.4243,87.51,1.5155,0.2587,0.3402,0.830769231
30/06/2016,48.33,48.33,4364.42,3.5,4.41,#N/A,15.63,660,374.0323,4.3138,209.886,2.7697,2098.86,2070,2098.94,2073.17,19.8773,87.61,1.4697,0.2587,0.3504,0.823076923
01/07/2016,48.99,48.99,3254.82,3.44,4.32,#N/A,14.77,677,376.4418,4.3138,210.295,2.7744,2102.95,2097.9,2108.71,2099.34,19.9323,87.59,1.4441,0.2536,0.3402,0.815384615
05/07/2016,46.6,46.6,3464.51,3.34,4.2,#N/A,15.58,692,364.3136,4.3138,208.855,2.7541,2088.55,2080.86,2095.05,2095.05,19.7486,87.54,1.375,0.2435,0.3351,0.784615385
06/07/2016,47.43,47.43,3693.67,3.36,4.21,#N/A,14.96,694,365.9633,4.3138,209.973,2.769,2099.73,2074.02,2100.72,2084.43,19.8487,87.56,1.3682,0.2689,0.3412,0.776923077
07/07/2016,45.14,45.14,3402.83,3.34,4.19,#N/A,14.76,699,355.2742,4.3138,209.79,2.7666,2097.9,2089.39,2109.08,2100.42,19.8314,87.56,1.385,0.2841,0.3565,0.769230769
08/07/2016,45.41,45.41,3410.08,3.29,4.15,#N/A,13.2,703,358.0367,4.3138,212.99,2.8088,2129.9,2106.97,2131.71,2106.97,20.1339,87.56,1.3579,0.2739,0.3667,0.761538462
11/07/2016,44.76,44.76,3057.69,3.32,4.18,#N/A,13.54,704,355.9115,4.3138,213.716,2.8184,2137.16,2131.72,2143.16,2131.72,20.2025,87.56,1.4303,0.279,0.3769,0.738461538
12/07/2016,46.8,46.8,3827.21,3.39,4.23,#N/A,13.55,711,365.5357,4.3138,215.214,2.8381,2152.14,2139.5,2155.4,2139.5,20.3441,87.56,1.51,0.29,0.3809,0.730769231
13/07/2016,44.75,44.75,3265.55,3.34,4.17,#N/A,13.04,726,358.09,4.3138,215.243,2.8385,2152.43,2146.21,2156.45,2153.81,20.3469,87.56,1.4743,0.3001,0.386,0.723076923
14/07/2016,45.68,45.68,3183.24,3.4,4.23,#N/A,12.82,738,362.2525,4.3138,216.375,2.8534,2163.75,2157.88,2168.99,2157.88,20.4539,87.56,1.5356,0.3103,0.4115,0.715384615
15/07/2016,45.95,45.95,2904.89,3.45,4.26,#N/A,12.67,745,361.1228,4.3138,216.174,2.8508,2161.74,2155.79,2169.05,2165.13,20.4349,87.56,1.5509,0.3001,0.4114,0.707692308
18/07/2016,45.24,45.24,2809.65,3.44,4.26,#N/A,12.44,748,358.4307,4.3138,216.689,2.8575,2166.89,2159.63,2168.35,2162.04,20.4841,87.55,1.5818,0.295,0.4165,0.684615385
19/07/2016,44.65,44.65,2792.41,3.4,4.23,#N/A,11.97,746,355.3385,4.3138,216.378,2.8534,2163.78,2159.01,2164.63,2163.79,20.4547,87.55,1.5526,0.3095,0.4267,0.676923077
20/07/2016,44.94,44.94,3014.17,3.43,4.25,#N/A,11.77,736,354.9893,4.3138,217.302,2.8656,2173.02,2164.89,2175.63,2166.1,20.5421,87.55,1.5801,0.3196,0.4318,0.669230769
21/07/2016,44.75,44.75,3217.08,3.44,4.25,#N/A,12.74,726,350.8886,4.3138,216.517,2.8552,2165.17,2159.75,2174.56,2172.91,20.4679,87.55,1.556,0.3095,0.4216,0.661538462
22/07/2016,44.19,44.19,2855.38,3.43,4.23,#N/A,12.02,718,349.0322,4.3138,217.503,2.8682,2175.03,2163.24,2175.11,2166.47,20.5611,87.55,1.5663,0.3145,0.4267,0.653846154
25/07/2016,43.13,43.13,2885.15,3.43,4.23,#N/A,12.87,709,345.149,4.3138,216.848,2.8596,2168.48,2161.95,2173.71,2173.71,20.4989,87.56,1.5731,0.3044,0.4114,0.630769231
26/07/2016,42.92,42.92,3248.29,3.44,4.22,#N/A,13.05,696,344.3502,4.3138,216.918,2.8605,2169.18,2160.18,2173.54,2168.97,20.5055,87.56,1.5611,0.3044,0.4115,0.623076923
27/07/2016,41.92,41.92,3767.55,3.39,4.19,#N/A,12.83,679,339.4046,4.3138,216.658,2.8571,2166.58,2159.07,2174.98,2169.81,20.4809,87.56,1.4976,0.279,0.3758,0.615384615
28/07/2016,41.14,41.14,3473.86,3.4,4.2,#N/A,12.72,665,336.681,4.3138,217.006,2.8617,2170.06,2159.74,2172.85,2166.05,20.5138,87.56,1.5044,0.2384,0.3657,0.607692308
29/07/2016,41.6,41.6,3828.22,3.36,4.17,#N/A,11.87,656,339.3952,4.3138,217.36,2.8667,2173.6,2163.49,2177.09,2168.83,20.543,87.6,1.4531,0.2536,0.3657,0.6
01/08/2016,40.06,40.06,3292.6,3.41,4.24,#N/A,12.44,650,332.4301,4.3138,217.084,2.86,2170.84,2166.21,2178.29,2173.15,20.497,88.03,1.5214,0.2536,0.3758,0.576923077
02/08/2016,39.51,39.51,3608.94,3.46,4.3,#N/A,13.37,645,330.8527,4.3138,215.703,2.8418,2157.03,2147.58,2170.2,2169.94,20.3666,88.03,1.5558,0.2689,0.3922,0.569230769
03/08/2016,40.83,40.83,3545.33,3.48,4.31,#N/A,12.86,641,336.8074,4.3138,216.379,2.8507,2163.79,2152.56,2163.79,2156.81,20.4304,88.03,1.542,0.2638,0.4024,0.561538462
04/08/2016,41.93,41.93,3265.07,3.44,4.27,#N/A,12.42,636,340.6718,4.3138,216.425,2.8514,2164.25,2159.07,2168.19,2163.51,20.4348,88.03,1.5008,0.2536,0.3973,0.553846154
05/08/2016,41.8,41.8,3416.78,3.5,4.32,#N/A,11.39,636,342.0263,4.3138,218.287,2.8759,2182.87,2168.79,2182.87,2168.79,20.6104,88.03,1.5885,0.2587,0.433,0.546153846
08/08/2016,43.02,43.02,3097.66,3.49,4.3,#N/A,11.5,636,346.9429,4.3138,218.089,2.8732,2180.89,2177.85,2185.44,2183.76,20.6024,87.88,1.592,0.2587,0.4279,0.523076923
09/08/2016,42.77,42.77,3116.47,3.43,4.25,#N/A,11.66,631,345.2763,4.3138,218.174,2.8743,2181.74,2178.61,2187.66,2182.24,20.6105,87.88,1.547,0.2798,0.4318,0.515384615
10/08/2016,41.71,41.71,3048.71,3.39,4.21,#N/A,12.05,638,341.6328,4.3138,217.549,2.8661,2175.49,2172,2183.41,2182.81,20.5514,87.88,1.5074,0.2798,0.4216,0.507692308
11/08/2016,43.49,43.49,3195.64,3.45,4.27,#N/A,11.68,653,349.7069,4.3138,218.579,2.8797,2185.79,2177.97,2188.45,2177.97,20.6487,87.88,1.5593,0.2798,0.4369,0.5
12/08/2016,44.49,44.49,2806.36,3.41,4.22,#N/A,11.55,671,353.1175,4.3138,218.405,2.8774,2184.05,2179.42,2186.28,2183.74,20.6323,87.88,1.5135,0.2747,0.4267,0.492307692
15/08/2016,45.74,45.74,2866.01,3.44,4.25,#N/A,11.81,681,359.6467,4.3138,219.015,2.8854,2190.15,2186.08,2193.81,2186.08,20.6893,87.87,1.5576,0.2849,0.4318,0.469230769
16/08/2016,46.58,46.58,3000.1,3.46,4.27,#N/A,12.64,687,363.1522,4.3138,217.815,2.8696,2178.15,2178.14,2186.24,2186.24,20.576,87.87,1.5746,0.2739,0.4471,0.461538462
17/08/2016,46.79,46.79,3198.85,3.43,4.25,#N/A,12.19,685,365.0781,4.3138,218.222,2.8749,2182.22,2168.5,2183.08,2177.84,20.6156,87.86,1.5491,0.2942,0.4471,0.453846154
18/08/2016,48.22,48.22,3083.31,3.41,4.23,#N/A,11.43,682,370.7658,4.3138,218.702,2.8812,2187.02,2180.46,2187.03,2181.9,20.661,87.86,1.5356,0.2942,0.4318,0.446153846
19/08/2016,48.52,48.52,2918.59,3.43,4.25,#N/A,11.34,683,370.4368,4.3138,218.387,2.8765,2183.87,2175.13,2185,2184.24,20.6288,87.87,1.5781,0.2993,0.4369,0.438461538
22/08/2016,47.05,47.05,2606.27,3.38,4.2,#N/A,12.27,687,364.4031,4.3138,218.264,2.8748,2182.64,2175.96,2185.15,2181.58,20.6174,87.86,1.5424,0.2892,0.4369,0.415384615
23/08/2016,48.1,48.1,2847.88,3.38,4.19,#N/A,12.38,692,367.0327,4.3138,218.69,2.8804,2186.9,2186.8,2193.42,2187.81,20.6576,87.86,1.5458,0.2993,0.4522,0.407692308
24/08/2016,46.77,46.77,2973.35,3.38,4.2,#N/A,13.45,706,361.5161,4.3138,217.544,2.8653,2175.44,2171.25,2186.66,2185.09,20.5494,87.86,1.5611,0.3146,0.4471,0.4
25/08/2016,47.33,47.33,2800.34,3.39,4.21,#N/A,13.63,718,363.1474,4.3138,217.247,2.8614,2172.47,2169.74,2179,2173.29,20.5213,87.86,1.5731,0.3196,0.4471,0.392307692
26/08/2016,47.64,47.64,3151.62,3.43,4.25,#N/A,13.65,720,363.0742,4.3138,216.904,2.8569,2169.04,2160.39,2187.94,2175.1,20.4889,87.86,1.6296,0.3145,0.4573,0.384615385
29/08/2016,46.98,46.98,2491.57,3.35,4.16,#N/A,12.94,#N/A,359.1407,4.3138,218.038,2.8716,2180.38,2170.19,2183.48,2170.19,20.595,87.86,1.5595,0.3095,0.4674,0.361538462
30/08/2016,46.35,46.35,2850.19,3.37,4.19,#N/A,13.12,715,355.7208,4.3138,217.612,2.8659,2176.12,2170.41,2182.27,2179.45,20.5547,87.86,1.5663,0.3247,0.4624,0.353846154
31/08/2016,44.7,44.7,3539.68,3.37,4.19,#N/A,13.42,711,348.2078,4.3138,217.095,2.8588,2170.95,2161.35,2173.79,2173.56,20.4725,88.09,1.58,0.3298,0.4573,0.346153846
01/09/2016,43.16,43.16,3199.72,3.37,4.19,#N/A,13.48,712,341.8668,4.3138,217.086,2.8587,2170.86,2157.09,2173.56,2171.33,20.4836,88.02,1.5681,0.3247,0.4522,0.338461538
02/09/2016,44.44,44.44,2893.42,3.42,4.23,#N/A,11.98,720,347.1834,4.3138,217.998,2.8707,2179.98,2173.59,2184.87,2177.49,20.5673,88.03,1.6024,0.3196,0.4471,0.330769231
06/09/2016,44.83,44.83,3232.05,3.38,4.19,#N/A,12.02,745,348.1937,4.3138,218.648,2.8824,2186.48,2175.1,2186.57,2181.61,20.6377,88.29,1.534,0.3095,0.4369,0.3
07/09/2016,45.5,45.5,3073.16,3.38,4.19,#N/A,11.94,773,352.1809,4.3138,218.616,2.8804,2186.16,2179.07,2187.87,2185.17,20.6233,88.34,1.5391,0.3358,0.4726,0.292307692
08/09/2016,47.62,47.62,3462.21,3.47,4.28,#N/A,12.51,792,361.9946,4.3138,218.13,2.8716,2181.3,2177.49,2184.94,2182.76,20.5704,88.38,1.599,0.3409,0.4929,0.284615385
09/09/2016,45.88,45.88,3939.05,3.53,4.34,#N/A,17.5,804,354.7663,4.3138,212.781,2.8012,2127.81,2127.81,2169.08,2169.08,20.066,88.38,1.6749,0.3358,0.5082,0.276923077
12/09/2016,46.29,46.29,3743.53,3.54,4.36,#N/A,15.16,804,356.8136,4.3138,215.904,2.8423,2159.04,2119.12,2163.3,2120.86,20.3607,88.38,1.6629,0.3612,0.5235,0.253846154
13/09/2016,44.9,44.9,3844.07,3.63,4.43,#N/A,17.85,796,350.5953,4.3138,212.702,2.8001,2127.02,2120.27,2150.47,2150.47,20.0587,88.38,1.7271,0.3501,0.5337,0.246153846
14/09/2016,43.58,43.58,3430.86,3.6,4.4,#N/A,18.14,756,346.4749,4.3138,212.577,2.7985,2125.77,2119.9,2141.33,2127.86,20.0469,88.38,1.6976,0.3196,0.5082,0.238461538
15/09/2016,43.91,43.91,3150.56,3.62,4.43,#N/A,16.3,764,349.4894,4.3283,214.726,2.8268,2147.26,2122.36,2151.31,2125.36,20.2496,88.38,1.6907,0.2841,0.4777,0.230769231
16/09/2016,43.03,43.03,4695.15,3.6,4.41,#N/A,15.37,800,348.097,4.3283,213.916,2.8161,2139.16,2131.2,2146.48,2146.48,20.1732,88.38,1.6926,0.279,0.4827,0.223076923
19/09/2016,43.3,43.3,2965.77,3.59,4.4,#N/A,15.53,836,348.9582,4.3283,213.912,2.8209,2139.12,2135.91,2153.61,2143.99,20.223,87.93,1.7118,0.2485,0.4674,0.2
20/09/2016,43.44,43.44,2955.73,3.57,4.39,#N/A,15.92,865,350.1887,4.3283,213.976,2.8218,2139.76,2139.17,2150.8,2145.94,20.229,87.93,1.6892,0.2892,0.498,0.192307692
21/09/2016,45.34,45.34,3462.46,3.55,4.36,#N/A,13.3,903,354.9034,4.3283,216.312,2.8526,2163.12,2139.57,2165.11,2144.58,20.4499,87.93,1.6511,0.2029,0.4166,0.184615385
22/09/2016,46.32,46.32,3286.87,3.49,4.32,#N/A,12.02,937,358.8885,4.3283,217.718,2.871,2177.18,2170.94,2179.99,2170.94,20.5816,87.93,1.6183,0.1674,0.386,0.176923077
23/09/2016,44.48,44.48,3061.41,3.48,4.3,#N/A,12.29,941,351.5254,4.3283,216.469,2.8549,2164.69,2163.97,2173.75,2173.29,20.4647,87.95,1.6184,0.1674,0.3911,0.169230769
26/09/2016,45.93,45.93,2987.59,3.47,4.29,#N/A,14.5,934,356.4594,4.3283,214.61,2.8285,2146.1,2145.04,2158.54,2158.54,20.2963,87.84,1.5839,0.1826,0.3962,0.146153846
27/09/2016,44.67,44.67,3181.11,3.44,4.25,#N/A,13.1,930,350.3949,4.3283,215.993,2.8468,2159.93,2141.55,2161.13,2146.04,20.4271,87.84,1.5564,0.2536,0.4217,0.138461538
28/09/2016,47.05,47.05,3617.69,3.44,4.26,#N/A,12.39,912,360.2212,4.3283,217.137,2.8618,2171.37,2151.79,2172.4,2161.85,20.5353,87.84,1.5719,0.2739,0.442,0.130769231
29/09/2016,47.83,47.83,3950.85,3.42,4.23,#N/A,14.02,888,363.3261,4.3283,215.113,2.8352,2151.13,2145.2,2172.67,2168.9,20.3439,87.84,1.5599,0.2536,0.4216,0.123076923
30/09/2016,48.24,48.24,3897.95,3.49,4.29,#N/A,13.29,875,364.4711,4.3283,216.827,2.7998,2168.27,2156.51,2175.3,2156.51,20.4247,90.14,1.5944,0.2739,0.4318,0.115384615
03/10/2016,48.81,48.81,2892.49,3.49,4.29,#N/A,13.57,864,366.8122,4.3283,216.12,2.7887,2161.2,2154.77,2164.41,2164.33,20.3217,90.26,1.6221,0.2993,0.442,0.092307692
04/10/2016,48.69,48.69,3477.07,3.56,4.35,#N/A,13.63,860,367.416,4.3283,215.049,2.7744,2150.49,2144.01,2165.46,2163.37,20.2232,90.24,1.6864,0.3205,0.4777,0.084615385
05/10/2016,49.83,49.83,3679.49,3.58,4.36,#N/A,12.99,869,371.7398,4.3283,215.973,2.7864,2159.73,2155.15,2163.95,2155.15,20.3101,90.24,1.7021,0.3205,0.4624,0.076923077
06/10/2016,50.44,50.44,3220.74,3.59,4.36,#N/A,12.84,915,372.8487,4.3283,216.077,2.7877,2160.77,2150.28,2162.93,2158.22,20.3199,90.24,1.7372,0.3205,0.4573,0.069230769
07/10/2016,49.81,49.81,3357.79,3.59,4.36,#N/A,13.48,921,371.8091,4.3283,215.374,2.7786,2153.74,2144.85,2165.86,2164.19,20.2538,90.24,1.7181,0.3154,0.4522,0.061538462
10/10/2016,51.35,51.35,2688.46,#N/A,#N/A,#N/A,13.38,922,378.3406,4.3283,216.366,2.7927,2163.66,2160.39,2169.6,2160.39,20.3522,90.2,#N/A,#N/A,#N/A,0.038461538
11/10/2016,50.79,50.79,3165.96,3.6,4.37,#N/A,15.36,922,375.6259,4.3283,213.673,2.7579,2136.73,2128.84,2161.56,2161.35,20.0989,90.2,1.7638,0.3307,0.4573,0.030769231
12/10/2016,50.18,50.18,2763.36,3.61,4.39,#N/A,15.91,906,372.7581,4.3283,213.918,2.7611,2139.18,2132.77,2145.36,2137.67,20.1219,90.2,1.7692,0.3399,0.4726,0.023076923
13/10/2016,50.44,50.44,3288.76,3.58,4.34,#N/A,16.69,885,375.8055,4.3283,213.255,2.7525,2132.55,2114.72,2138.19,2130.26,20.0596,90.2,1.7411,0.2841,0.4369,0.015384615
14/10/2016,50.35,50.35,2987.18,3.66,4.43,#N/A,16.12,892,375.6256,4.3283,213.298,2.7531,2132.98,2132.98,2149.19,2139.68,20.0636,90.2,1.7977,0.2892,0.442,0.007692308
17/10/2016,49.94,49.94,2628.73,3.62,4.39,#N/A,16.21,894,374.6177,4.3283,212.65,2.745,2126.5,2124.43,2135.61,2132.95,20.0047,90.1,1.766,0.2993,0.4369,0
18/10/2016,50.29,50.29,2941.44,3.61,4.37,#N/A,15.28,890,375.5601,4.3283,213.96,2.7619,2139.6,2135.49,2144.38,2138.31,20.128,90.1,1.7379,0.3349,0.4675,0
19/10/2016,51.6,51.6,3146.1,3.6,4.38,#N/A,14.41,872,379.4907,4.3283,214.429,2.768,2144.29,2138.15,2148.44,2140.81,20.1721,90.1,1.7432,0.3298,0.4624,0
20/10/2016,50.43,50.43,3142.2,3.58,4.35,#N/A,13.75,849,374.0859,4.3283,214.134,2.764,2141.34,2133.44,2147.18,2142.51,20.1453,90.1,1.7556,0.3298,0.4624,0
21/10/2016,50.85,50.85,3251.32,3.58,4.34,#N/A,13.34,842,375.7823,4.3283,214.116,2.7638,2141.16,2130.09,2142.63,2139.43,20.1437,90.1,1.7347,0.3247,0.4573,0
24/10/2016,50.52,50.52,3155.04,3.61,4.36,#N/A,13.02,831,374.9516,4.3283,215.133,2.7766,2151.33,2146.91,2154.79,2148.5,20.2392,90.1,1.7647,0.3196,0.4624,0
25/10/2016,49.96,49.96,3481.19,3.6,4.35,#N/A,13.46,813,373.1124,4.3283,214.316,2.766,2143.16,2141.93,2151.44,2149.72,20.1621,90.1,1.756,0.3298,0.4777,0
26/10/2016,49.18,49.18,3545.43,3.64,4.39,#N/A,14.24,802,370.4695,4.3283,213.943,2.7612,2139.43,2131.59,2145.73,2136.97,20.1256,90.09,1.7931,0.3247,0.4726,0
27/10/2016,49.72,49.72,3911.82,3.71,4.44,#N/A,15.36,798,373.7386,4.3283,213.304,2.7469,2133.04,2132.52,2147.13,2144.06,20.0395,90.23,1.8536,0.2841,0.4828,0
28/10/2016,48.7,48.7,3775.4,3.72,4.46,#N/A,16.19,834,370.0137,4.3283,212.641,2.7386,2126.41,2119.36,2140.72,2132.23,19.951,90.26,1.8468,0.279,0.4827,0
31/10/2016,46.86,46.86,3666.73,3.7,4.45,#N/A,17.06,857,361.623,4.3283,212.615,2.7375,2126.15,2125.53,2133.25,2129.78,19.9371,89.81,1.8255,0.2993,0.4929,0
01/11/2016,46.67,46.67,4142.5,3.68,4.44,#N/A,18.56,838,360.6041,4.3283,211.172,2.7206,2111.72,2097.85,2131.45,2128.68,19.8033,90.28,1.8274,0.3511,0.5031,0
02/11/2016,45.34,45.34,3952.5,3.68,4.44,#N/A,19.32,834,354.9023,4.3283,209.794,2.7074,2097.94,2094,2111.76,2109.43,19.6872,90.4,1.8025,0.3612,0.5082,0
03/11/2016,44.66,44.66,3643.47,3.73,4.49,#N/A,22.08,849,352.2894,4.3283,208.866,2.6959,2088.66,2085.23,2102.56,2098.8,19.6045,90.39,1.8115,0.3663,0.5082,0
04/11/2016,44.07,44.07,3591.15,3.7,4.46,#N/A,22.51,855,349.0992,4.3283,208.518,2.6914,2085.18,2083.79,2099.07,2083.79,19.5719,90.39,1.7762,0.3663,0.5082,0
07/11/2016,44.89,44.89,3474.17,3.72,4.49,#N/A,18.71,870,352.9209,4.3283,213.152,2.7514,2131.52,2100.59,2132,2100.59,20.0083,90.41,1.8261,0.402,0.5235,0
08/11/2016,44.98,44.98,3687.26,3.74,4.5,#N/A,18.74,911,354.6484,4.3283,213.956,2.7618,2139.56,2123.56,2146.87,2129.92,20.0838,90.41,1.8547,0.4161,0.549,0
09/11/2016,45.27,45.27,5902.46,3.97,4.73,#N/A,14.38,954,356.546,4.3283,216.326,2.7924,2163.26,2125.35,2170.1,2131.56,20.3036,90.42,2.0571,0.4263,0.5541,0
10/11/2016,44.66,44.66,5990.09,3.96,4.75,#N/A,14.74,974,356.2386,4.3283,216.748,2.7973,2167.48,2151.17,2182.3,2167.49,20.3245,90.45,2.1501,0.4669,0.5796,0
11/11/2016,43.41,43.41,4632.61,#N/A,#N/A,#N/A,14.17,1045,351.1986,4.3283,216.445,2.7933,2164.45,2152.49,2165.92,2162.71,20.2988,90.44,#N/A,#N/A,#N/A,0
14/11/2016,43.32,43.32,4984.73,4.04,4.83,#N/A,14.48,1065,349.766,4.3283,216.42,2.7931,2164.2,2156.08,2171.36,2165.64,20.3034,90.41,2.2614,0.5126,0.6254,0
15/11/2016,45.81,45.81,4246.2,4.03,4.82,#N/A,13.37,1084,359.3576,4.3283,218.039,2.8133,2180.39,2166.38,2180.84,2168.29,20.4518,90.43,2.2189,0.4822,0.6102,0
16/11/2016,45.57,45.57,3562.78,3.99,4.77,#N/A,13.72,1145,357.5569,4.3283,217.694,2.8088,2176.94,2172.2,2179.22,2177.53,20.4195,90.43,2.2225,0.4568,0.6051,0
17/11/2016,45.42,45.42,3555.81,4.05,4.83,#N/A,13.35,1231,357.9671,4.3283,218.712,2.822,2187.12,2176.65,2188.06,2178.61,20.5149,90.43,2.3026,0.4263,0.6102,0
18/11/2016,45.69,45.69,3311.55,4.08,4.86,#N/A,12.85,1257,359.7137,4.3283,218.19,2.8152,2181.9,2180.38,2189.89,2186.85,20.466,90.43,2.3548,0.4313,0.605,0
21/11/2016,47.49,47.49,3303.04,4.09,4.85,#N/A,12.42,1240,370.5452,4.3283,219.818,2.8377,2198.18,2186.43,2198.7,2186.43,20.6129,90.48,2.3154,0.4313,0.5846,0
22/11/2016,48.03,48.03,3645.72,4.08,4.84,59.17,12.41,1232,370.9846,4.3283,220.294,2.8439,2202.94,2194.51,2204.8,2201.56,20.6575,90.48,2.3119,0.4822,0.6051,0
23/11/2016,47.96,47.96,3192.82,#N/A,4.85,58.77,12.43,1224,371.2393,4.3283,220.472,2.8462,2204.72,2194.51,2204.72,2198.55,20.6742,90.48,2.3498,0.4923,0.6204,0
25/11/2016,46.06,46.06,1477.19,4.08,4.84,59.44,12.34,1181,365.1407,4.3283,221.335,2.8573,2213.35,2206.27,2213.35,2206.27,20.7551,90.48,2.3572,0.4923,0.6203,0
28/11/2016,47.08,47.08,3273.12,4.05,4.79,59.94,13.15,1184,370.4019,4.3283,220.172,2.8422,2201.72,2200.36,2211.14,2210.21,20.6472,90.48,2.3124,0.4618,0.5897,0
29/11/2016,45.23,45.23,3437.24,4.02,4.76,59.91,12.9,1202,359.9978,4.3283,220.466,2.846,2204.66,2198.15,2210.46,2200.76,20.6748,90.48,2.291,0.4771,0.5949,0
30/11/2016,49.44,49.44,5169.3,4.07,4.82,59.75,13.33,1204,377.2212,4.3283,219.881,2.8382,2198.81,2198.81,2214.1,2204.97,20.6059,90.58,2.3809,0.4771,0.6051,0
01/12/2016,51.06,51.06,4730.9,4.13,4.87,59.74,14.07,1196,384.7689,4.3283,219.108,2.8282,2191.08,2187.44,2202.6,2200.17,20.5324,90.58,2.4481,0.4669,0.6,0
02/12/2016,51.68,51.68,3521.72,4.09,4.82,59.9,14.12,1198,386.3882,4.3283,219.195,2.8288,2191.95,2188.37,2197.95,2191.12,20.5489,90.6,2.3831,0.4618,0.605,0
05/12/2016,51.79,51.79,3650.81,4.08,4.81,58.52,12.14,1196,390.1755,4.3283,220.471,2.8453,2204.71,2199.97,2209.42,2200.65,20.6685,90.6,2.3941,0.4618,0.605,0
06/12/2016,50.93,50.93,3583.93,4.11,4.83,57.85,11.79,1186,387.1198,4.3283,221.223,2.855,2212.23,2202.21,2212.78,2207.26,20.739,90.6,2.3887,0.4873,0.6204,0
07/12/2016,49.77,49.77,4183.29,4.07,4.78,55.65,12.22,1162,383.4241,4.3283,224.135,2.8925,2241.35,2208.93,2241.63,2210.72,21.012,90.6,2.3401,0.4974,0.6204,0
08/12/2016,50.84,50.84,3882.16,4.12,4.83,57.15,12.64,1122,387.0053,4.3283,224.619,2.8988,2246.19,2237.57,2251.69,2241.13,21.0574,90.6,2.4071,0.5025,0.6153,0
09/12/2016,51.5,51.5,3571.28,4.18,4.9,54.73,11.75,1090,390.8428,4.3283,225.953,2.916,2259.53,2249.23,2259.8,2249.73,21.1824,90.6,2.4675,0.533,0.6305,0
12/12/2016,52.83,52.83,3758.82,4.19,4.9,59.68,12.64,1069,396.3951,4.3283,225.696,2.9127,2256.96,2252.37,2264.03,2258.83,21.1587,90.6,2.4712,0.5025,0.6152,0
13/12/2016,52.98,52.98,3545.87,4.16,4.87,59.3,12.72,1052,396.8989,4.3283,227.172,2.9317,2271.72,2263.32,2277.53,2263.32,21.297,90.6,2.4713,0.533,0.651,0
